RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9717,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1
5322,15639368,Pipes,732,France,Male,25,0,110942.9,1,0,0,172576.56,0
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0
7923,15642099,Tsui,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,0
3603,15582762,Mazzanti,667,Spain,Male,77,2,0.0,1,1,1,34702.92,0
5547,15633818,McMillan,786,France,Male,32,9,0.0,2,1,0,133112.41,0
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0
5781,15590327,Liao,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
9643,15579820,Robertson,704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0
4923,15751203,Cattaneo,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
8510,15750728,Kaur,586,Spain,Female,42,2,0.0,1,1,0,102889.34,0
9021,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0
8415,15648367,Lo,600,Germany,Female,29,6,74430.1,2,1,1,96051.1,0
7471,15602456,Afanasyev,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
3831,15720713,Chibueze,850,France,Female,29,10,0.0,2,1,1,199775.67,0
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
6781,15693752,Reed,487,France,Male,37,2,0.0,2,1,1,126722.57,0
5519,15578375,Farrell,628,France,Male,39,6,0.0,2,0,0,134441.6,0
6194,15727198,Teng,689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0
2101,15804814,Ts'ui,759,France,Male,40,4,0.0,2,1,0,124615.59,0
3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,1,1,118113.64,0
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0
4611,15772381,Brient,589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0
3240,15776844,Hao,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0
5241,15733842,Pirozzi,597,France,Female,24,1,103219.47,1,1,0,60420.07,0
2059,15787655,Chu,707,France,Male,47,3,0.0,2,1,0,174303.29,0
2963,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1
4031,15808760,Evseev,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25,1
6797,15713094,Tai,651,France,Female,25,8,0.0,2,1,1,126761.2,0
3532,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
631,15712403,McMillan,589,France,Female,61,1,0.0,1,1,0,61108.56,1
8087,15774847,Knight,593,France,Male,50,6,171740.69,1,0,0,20893.61,0
6251,15570895,Ch'in,608,France,Male,42,10,163548.07,1,1,0,38866.85,0
4991,15802857,Robson,659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
5108,15584776,Shen,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
3092,15662901,Hu,656,France,Male,37,2,0.0,2,0,1,67840.81,0
50,15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0
2452,15606507,Pisani,555,France,Male,24,5,0.0,2,1,0,27513.47,0
4414,15596575,Vale,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
9012,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
9637,15613048,Anderson,648,Germany,Female,40,5,139973.65,1,1,1,667.66,1
1574,15623560,Onyekachukwu,668,France,Female,35,6,102482.76,1,1,1,53994.64,0
6132,15749401,Ko,686,France,Male,60,9,0.0,3,1,1,75246.21,1
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
8009,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0
6641,15815615,Kung,681,France,Male,36,5,141952.07,1,1,1,185144.08,0
142,15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0
1698,15669410,Yevdokimova,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
29,15728693,McWilliams,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0
3245,15646936,Nnamdi,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0
2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,1,0,124354.92,0
9715,15681274,Marshall,726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0
2714,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0
5248,15584271,Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0
2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
6462,15666975,Sparks,710,France,Female,36,4,116085.06,1,1,0,58601.61,0
9748,15775761,Iweobiegbunam,610,Germany,Female,69,5,86038.21,3,0,0,192743.06,1
39,15717426,Armstrong,850,France,Male,36,7,0.0,1,1,1,40812.9,0
7104,15815040,Ma,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0
4347,15585853,McCardle,743,Spain,Male,41,7,0.0,1,1,0,163736.09,1
6092,15777896,Chukwudi,850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0
671,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0
4727,15721740,Pai,633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0
1867,15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,0
9217,15701364,Doherty,724,France,Male,30,10,0.0,2,1,1,54265.55,0
8967,15679963,Moretti,737,Germany,Male,43,8,96353.8,1,0,0,10209.8,0
8739,15624397,Moore,627,France,Male,43,8,71240.3,1,0,1,127734.16,0
6444,15764927,Rogova,753,France,Male,92,3,121513.31,1,0,1,195563.99,0
2759,15668347,Ingram,624,France,Male,36,6,0.0,2,0,0,84635.64,0
5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0
9469,15638047,Chia,613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0
6834,15686964,Spence,675,France,Female,34,10,84944.58,1,0,0,146230.63,0
6799,15799925,Uwakwe,800,France,Male,60,6,88541.57,2,1,1,131718.12,0
655,15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0
2082,15809143,White,456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0
3467,15631339,Adams,791,France,Male,28,4,0.0,1,1,0,174435.48,0
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
67,15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0
573,15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1
8230,15603550,Longo,588,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
7547,15735221,Sousa,697,France,Female,42,10,0.0,2,1,0,61312.15,0
9757,15662698,Ko,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
7074,15585855,Gould,679,France,Male,40,1,0.0,1,1,1,16897.19,0
4137,15757952,Teng,651,France,Male,44,2,0.0,3,1,0,102530.35,1
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
3212,15753861,Ballard,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0
6083,15636820,Loggia,725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0
2691,15754261,Ho,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
7194,15797246,Terry,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0
8247,15608726,Miracle,663,France,Male,24,7,0.0,2,1,1,166310.82,0
406,15692761,Pratt,718,France,Male,36,9,0.0,1,1,0,45909.87,0
2851,15610426,Tien,764,France,Female,39,5,81042.42,1,0,1,109805.17,0
8033,15755642,Bulgakov,667,France,Male,34,5,0.0,2,1,1,102908.63,0
2,15647311,Hill,608,Spain,Female,41,1,83807.86,1,0,1,112542.58,0
6403,15804211,Oluchukwu,719,France,Male,36,3,155423.17,1,1,1,199841.32,0
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0
5724,15680224,Ross,687,France,Female,26,6,0.0,2,1,1,32909.13,0
1751,15569410,Tang,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0
6075,15802570,Dyer,811,France,Female,45,5,0.0,2,1,1,146123.19,0
9909,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0
7875,15732791,Davide,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0
8168,15793135,Wang,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0
7839,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0
8039,15756824,Giordano,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0
8328,15766787,Piazza,707,France,Female,35,9,0.0,2,1,1,70403.65,0
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1
5878,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0
8980,15742511,Gordon,514,France,Male,35,3,121030.9,1,1,0,10008.68,0
9328,15624715,Ma,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0
3414,15627412,Ferri,605,France,Male,39,3,0.0,2,1,0,199390.45,0
3538,15632324,Pisani,602,France,Male,59,7,0.0,2,1,1,162347.05,0
9550,15772604,Chiemezie,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0
1061,15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
2547,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1
9636,15658768,Lucas,547,France,Female,49,2,0.0,1,0,0,65466.93,1
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
6370,15714260,Castiglione,646,France,Female,38,2,0.0,2,0,0,178752.73,0
8652,15760450,Rutherford,512,France,Male,43,1,0.0,2,1,1,52471.36,0
6774,15636860,Ch'eng,625,France,Male,43,4,122351.29,1,1,0,71216.6,0
7288,15633944,McKay,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0
879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
6592,15692110,Ch'eng,758,France,Female,33,7,0.0,1,1,0,188156.34,0
7949,15592854,Garcia,705,France,Male,25,3,113736.27,1,0,1,196864.61,0
6512,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1
1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0
3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
4625,15710543,Okwuoma,629,France,Male,46,1,130666.2,1,1,1,161125.67,1
6921,15773394,Bergamaschi,644,France,Male,38,3,0.0,2,1,1,79928.41,0
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0
4389,15801152,Hill,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0
1421,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0
9915,15568876,Hughes,496,France,Female,34,1,102723.35,2,1,0,180844.81,0
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0
780,15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0
6396,15707918,Bentley,741,Germany,Female,36,0,127675.39,2,1,0,74260.16,0
2562,15729763,Nelson,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
8940,15806420,Jenks,772,France,Male,34,9,0.0,2,1,0,170980.86,0
6505,15773242,Chukwuhaenye,621,France,Male,32,1,0.0,2,1,1,168779.47,0
1872,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
2425,15782941,Chijindum,573,France,Male,31,2,0.0,2,1,1,91957.39,0
2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
2022,15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
9788,15752626,Genovese,553,France,Male,32,7,64082.09,1,0,1,109159.58,0
8994,15809265,Kao,547,France,Female,35,4,0.0,1,1,1,133287.73,0
4742,15605020,Schofield,651,France,Male,45,2,165901.59,2,1,0,23054.51,1
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
7065,15777994,Woods,718,France,Female,39,3,0.0,2,1,1,145355.11,0
7331,15802106,Craig,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
1909,15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0
7918,15590094,Nwachukwu,613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0
3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
7503,15697844,Whitehouse,721,Spain,Female,32,10,0.0,1,1,0,136119.96,1
1736,15727251,Vincent,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
1056,15769499,Lampungmeiua,545,Spain,Female,74,3,0.0,2,1,1,161326.73,0
2095,15813022,Kapustina,531,Spain,Male,70,1,0.0,2,0,0,99503.19,0
9699,15771477,Fiorentini,779,France,Male,49,9,106160.37,1,0,0,116893.87,0
9881,15777054,Thorpe,584,Germany,Male,42,3,137479.13,1,1,0,25669.1,0
1721,15725024,Pope,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
4380,15808831,Dale,669,France,Male,29,7,0.0,2,1,1,138145.62,0
152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1
7192,15567839,Gordon,501,France,Male,42,9,114631.23,1,0,1,91429.74,0
940,15599289,Yeh,724,France,Female,37,10,68598.56,1,1,0,157862.82,0
3473,15761692,Muir,594,France,Male,40,9,122417.17,2,0,1,190882.69,0
3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
2642,15599301,Tao,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
8214,15748352,Endrizzi,598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0
345,15785869,Pisano,718,France,Female,25,7,0.0,2,1,0,30380.12,0
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
7026,15711446,Sinclair,569,Spain,Female,51,3,0.0,3,1,0,75084.96,1
4108,15643865,Lo Duca,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
5035,15627741,Heath,631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0
4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0
5155,15590966,Lo,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0
4370,15781495,Munro,662,France,Female,22,2,126362.57,2,1,1,97382.8,0
2537,15752026,Hammer,691,France,Male,58,3,0.0,1,0,1,194930.3,1
6538,15782364,Bevan,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0
3233,15814553,Ball,559,France,Female,34,5,68999.66,2,1,1,66879.27,0
4268,15609319,Hunt,711,France,Female,41,3,145754.91,1,1,1,101455.07,0
717,15677369,Golubov,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0
5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0
4318,15592194,Metcalf,492,France,Female,28,9,0.0,2,1,0,95957.09,0
3491,15809137,Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
8013,15702715,Kao,747,France,Female,34,10,0.0,2,1,1,50759.8,0
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
3387,15582016,Fiorentini,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
3733,15689598,Dean,722,France,Male,46,6,0.0,1,1,1,93917.68,1
100,15633059,Fanucci,413,France,Male,34,9,0.0,2,0,0,6534.18,0
2750,15671124,Buccho,599,France,Male,25,6,120383.41,1,1,1,24903.09,0
9632,15566139,Ts'ui,526,France,Female,37,5,53573.18,1,1,0,62830.97,0
2156,15725997,She,660,France,Female,35,6,100768.77,1,1,0,19199.61,0
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
5783,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0
4033,15593555,Chinedum,430,France,Male,38,9,0.0,2,1,1,12050.77,0
3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,1
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0
3504,15782630,Genovese,543,France,Male,35,5,137482.19,1,0,0,62389.35,0
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
6585,15584229,Simon,671,Germany,Female,23,9,123943.18,1,1,1,159553.27,0
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1
2210,15764237,Manfrin,663,Spain,Male,33,9,0.0,2,0,0,91514.62,0
7358,15570947,Bruny,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0
3991,15778752,Johnson,708,France,Male,32,10,86614.06,2,1,1,172129.26,0
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1
6675,15759034,Li Fonti,654,France,Male,36,2,112262.84,1,1,0,12873.39,0
6893,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26,1
9281,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0
8867,15810995,Wright,526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0
5574,15628893,Power,681,France,Male,29,8,0.0,1,1,0,66367.33,0
6451,15781409,Lazarev,834,France,Female,28,6,0.0,1,1,0,74287.53,0
5058,15606386,Wang,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
6832,15696989,Chukwueloka,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1
835,15780628,Wu,633,France,Female,30,6,0.0,2,0,0,41642.29,0
989,15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0
2186,15730397,Narelle,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0
6780,15587066,Kovaleva,535,France,Male,38,2,119272.29,1,0,0,195896.59,1
3615,15747649,Summerville,558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0
2404,15756901,Ch'ang,641,France,Female,26,4,91547.84,2,0,1,28157.34,0
4061,15593250,Hsiao,640,France,Female,29,4,0.0,2,1,0,44904.26,0
9164,15802368,Ch'eng,608,France,Female,47,6,0.0,1,1,1,126012.57,0
5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0
1709,15772892,Robertson,699,France,Female,49,2,0.0,1,0,0,105760.01,0
7248,15663194,Voronova,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1
2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1
3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0
2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
2654,15785078,Fomin,730,Spain,Male,26,3,0.0,1,1,0,34542.41,0
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,1,0,135635.25,0
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
9297,15702442,Benson,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0
4321,15611544,Ibeamaka,701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
4582,15746127,Hort,572,France,Female,47,2,0.0,2,1,0,36099.7,0
8915,15746695,Wunder,429,France,Female,39,6,48023.83,1,1,0,74870.99,0
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1
8996,15580623,Yefremova,573,Spain,Male,28,8,0.0,2,0,0,77660.03,0
5217,15671104,Aksakova,637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0
3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0
5260,15614635,Kepley,582,France,Male,52,2,151457.88,1,0,1,40893.61,0
4771,15761506,Russell,615,Spain,Male,19,5,0.0,2,1,0,159920.92,0
7150,15699340,Okorie,680,France,Male,37,4,0.0,2,1,0,61240.87,0
8979,15765857,Genovesi,623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0
9806,15704597,Trumbull,644,France,Male,33,7,174571.36,1,0,1,43943.09,0
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1
5810,15744109,Hartung,850,France,Male,32,4,0.0,1,1,1,180622.02,0
2442,15691446,Tokaryev,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0
4516,15761654,Boni,726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
2381,15654463,Moore,841,France,Male,34,4,0.0,2,1,0,141582.66,0
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0
5789,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1
4238,15736271,Dumetochukwu,498,France,Female,29,9,0.0,1,1,0,190035.83,0
4291,15598884,Kent,650,Spain,Female,23,5,0.0,1,1,1,180622.43,0
7840,15606003,Abramowitz,566,France,Female,21,3,0.0,2,1,1,3626.47,0
4906,15627999,Kung,590,Spain,Male,30,3,0.0,2,1,0,83090.35,0
948,15741336,Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17,1
2232,15795954,Ndukaku,746,France,Male,35,2,172274.01,1,1,0,22374.97,0
1778,15701946,Ndubueze,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
1022,15717164,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0
9987,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,0
7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
9366,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
4812,15686941,Hutchinson,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
8667,15785920,Black,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0
